id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,repayment_interval,date,gender
1014019,300.0,300.0,Fruits & Vegetables,Food,to buy fresh and seasonal fruits for her husband's fruits selling business.,PK,Pakistan,Lahore,PKR,247.0,2016-01-26 10:19:38+00:00,2016-01-20 08:00:00+00:00,2016-02-25 15:08:34+00:00,12.0,11,"#Vegan, #Parent",irregular,2016-01-26,female
1178531,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-11-02 02:12:51+00:00,2016-10-21 07:00:00+00:00,2016-11-19 17:28:01+00:00,8.0,8,"#Technology, #Health and Sanitation, #Eco-friendly",monthly,2016-11-02,female
899796,325.0,325.0,Food Production/Sales,Food,"to buy cheese, cracklings, flour, oil, meat, vegetables, beverages, and other ingredients",SV,El Salvador,,USD,167.0,2015-06-10 16:48:46+00:00,2015-05-18 07:00:00+00:00,2015-06-22 14:37:57+00:00,14.0,9,,monthly,2015-06-10,female
1031605,675.0,675.0,Higher education costs,Education,to pay the fees of her daughter's banking course,IN,India,"Narsinghpur, Odisha",INR,241.0,2016-03-01 12:07:37+00:00,2016-02-15 08:00:00+00:00,2016-03-08 12:21:13+00:00,43.0,22,"#Schooling, #Widowed, #Female Education, #Single Parent, #Fabrics, #Parent",bullet,2016-03-01,female
1142408,450.0,450.0,Embroidery,Arts,"to buy spools of threads in different colors along with packs of beads, sequins, and stones for embellishment.",PK,Pakistan,Poolnagar,PKR,245.0,2016-08-30 10:56:30+00:00,2016-08-17 07:00:00+00:00,2016-09-09 07:13:07+00:00,14.0,16,"#Fabrics, #Woman Owned Biz",monthly,2016-08-30,female
744372,875.0,875.0,Farming,Agriculture,"To buy fertilizer and rice seed, and to pay the plowing fee.",KH,Cambodia,"Battambang province, Moung Russey district",KHR,204.0,2014-07-24 10:06:15+00:00,2014-06-24 07:00:00+00:00,2014-08-28 02:21:33+00:00,14.0,22,"#Repeat Borrower, #Vegan, #Job Creator, #Woman Owned Biz",monthly,2014-07-24,female
685193,475.0,475.0,Recycled Materials,Retail,To buy scrap goods for resale. ,PK,Pakistan,Lahore,PKR,247.0,2014-03-18 08:45:24+00:00,2014-02-28 08:00:00+00:00,2014-04-04 01:00:01+00:00,12.0,13,#Eco-friendly,irregular,2014-03-18,female
1027002,375.0,375.0,Agriculture,Agriculture,"to pay workers who will support him with collecting the harvest, to buy agricultural supplies, and to pay for the rent of the land onto which he will sow seeds for the next season.",SV,El Salvador,,USD,167.0,2016-02-22 21:12:02+00:00,2016-02-03 08:00:00+00:00,2016-02-23 19:39:13+00:00,13.0,11,"volunteer_pick, #Repeat Borrower",irregular,2016-02-22,male
1145999,200.0,200.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.	,KH,Cambodia,Oudor Mean Chey,KHR,311.0,2016-09-06 02:55:46+00:00,2016-08-25 07:00:00+00:00,2016-09-08 18:49:10+00:00,8.0,7,"#Technology, #Eco-friendly, #Health and Sanitation",monthly,2016-09-06,male
1048223,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Takeo,KHR,311.0,2016-04-01 07:57:14+00:00,2016-03-24 07:00:00+00:00,2016-04-21 20:46:58+00:00,8.0,8,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-04-01,female
1120052,500.0,500.0,Farming,Agriculture,to buy fertilizers to apply to one hectare of corn.,SV,El Salvador,El Transito,USD,199.0,2016-07-20 15:37:55+00:00,2016-07-13 07:00:00+00:00,2016-08-21 14:02:56+00:00,11.0,15,"#Elderly, user_favorite, user_favorite",bullet,2016-07-20,male
826751,700.0,700.0,Construction Supplies,Construction,to buy zinc sheets to renovate the walls in her house,KH,Cambodia,Kampong Chhnang Province,USD,9.0,2015-01-12 04:03:26+00:00,2014-12-17 08:00:00+00:00,2015-01-17 19:07:02+00:00,20.0,21,user_favorite,monthly,2015-01-12,female
932375,475.0,475.0,Sewing,Services,to buy an overlock sewing machine and a semi-industrial sewing machine.,IN,India,"Manmad,Maharashtra",INR,241.0,2015-08-14 11:10:25+00:00,2015-08-11 07:00:00+00:00,2015-08-17 16:03:10+00:00,43.0,18,,bullet,2015-08-14,female
776659,575.0,900.0,Bakery,Food,"to purchase flour, butter, sugar, baking pans, and other such items.",SV,El Salvador,,USD,81.0,2014-09-29 22:59:59+00:00,2014-09-24 07:00:00+00:00,,14.0,22,"volunteer_pick, #Elderly, user_favorite, user_favorite",monthly,2014-09-29,male
745448,225.0,225.0,Pigs,Agriculture,to buy food pellets to fatten her pigs and sell them for a little more profit to be able to provide her family with better food and a better quality of life.,SV,El Salvador,Usulután,USD,199.0,2014-07-26 16:26:42+00:00,2014-07-09 07:00:00+00:00,2014-08-03 03:06:33+00:00,8.0,6,,bullet,2014-07-26,female
983403,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Phnom Penh,KHR,311.0,2015-11-23 08:54:49+00:00,2015-11-17 08:00:00+00:00,2015-11-27 19:28:41+00:00,8.0,3,,monthly,2015-11-23,female
1011507,75.0,75.0,Home Appliances,Personal Use,to buy a decent latrine to provide all family members a better living condition and health.,KH,Cambodia,"Kampong Thom Province, Sandan District",KHR,204.0,2016-01-21 03:58:13+00:00,2015-12-22 08:00:00+00:00,2016-01-23 08:43:58+00:00,19.0,1,,monthly,2016-01-21,female
1206109,450.0,450.0,Transportation,Transportation,to buy a new engine for the van.,PK,Pakistan,Oghi,PKR,245.0,2016-12-19 11:08:26+00:00,2016-12-16 08:00:00+00:00,2017-01-29 17:19:41+00:00,14.0,12,"#Repair Renew Replace, user_favorite",monthly,2016-12-19,female
1135959,300.0,300.0,Beauty Salon,Services,"to purchase a variety of beauty parlor products like hair dryer, rollers, steamer, cosmetics and new furniture",PK,Pakistan,Gujrat,PKR,455.0,2016-08-19 11:39:05+00:00,2016-07-28 07:00:00+00:00,2016-09-26 17:04:24+00:00,14.0,12,"#Parent, #Woman Owned Biz, #Repair Renew Replace, #Biz Durable Asset",monthly,2016-08-19,female
776991,400.0,400.0,Transportation,Transportation,to pay for repairs and maintenance costs on her son's delivery van.,PK,Pakistan,Lahore,PKR,245.0,2014-09-30 12:08:34+00:00,2014-09-22 07:00:00+00:00,2014-10-23 14:31:53+00:00,14.0,15,#Parent,monthly,2014-09-30,female
844352,500.0,500.0,Personal Housing Expenses,Housing,"To buy metal sheeting, nails, a toilet and wood.",SV,El Salvador,La Unión,USD,199.0,2015-02-20 17:12:42+00:00,2015-02-13 08:00:00+00:00,2015-03-04 10:21:47+00:00,20.0,18,"#Health and Sanitation, #Parent",monthly,2015-02-20,female
1033381,200.0,200.0,Home Appliances,Personal Use,to purchase a water filter to provide safe drinking water ,KH,Cambodia,Kampot,KHR,311.0,2016-03-04 04:54:02+00:00,2016-02-23 08:00:00+00:00,2016-03-26 17:12:55+00:00,9.0,6,"#Eco-friendly, #Health and Sanitation, #Technology",irregular,2016-03-04,female
1063744,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for his family.,KH,Cambodia,Siem Reap,KHR,311.0,2016-05-03 06:18:32+00:00,2016-04-27 07:00:00+00:00,2016-05-05 20:11:32+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-05-03,female
1242275,525.0,525.0,Embroidery,Arts,"to purchase more beads, threads and frames to meet orders of her customers on time and to earn a good amount of profits.",PK,Pakistan,Bahawalpur,PKR,245.0,2017-02-20 10:25:44+00:00,2017-02-02 08:00:00+00:00,2017-03-03 16:58:23+00:00,14.0,20,"#Fabrics, user_favorite, user_favorite",monthly,2017-02-20,female
1188500,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Battambang,KHR,311.0,2016-11-21 01:58:36+00:00,2016-11-07 08:00:00+00:00,2016-11-25 07:50:07+00:00,8.0,6,"#Technology, #Health and Sanitation, #Eco-friendly",monthly,2016-11-21,female
655720,200.0,200.0,Fruits & Vegetables,Food,To buy fruits for her husband's fruit shop.  ,PK,Pakistan,Lahore,PKR,247.0,2014-01-09 12:03:55+00:00,2014-01-06 08:00:00+00:00,2014-01-10 04:37:39+00:00,11.0,2,,irregular,2014-01-09,female
654364,200.0,200.0,Food Production/Sales,Food,"to acquire corn, firewood, propane gas, and a variety of vegetables. ",SV,El Salvador,,USD,167.0,2014-01-06 21:13:41+00:00,2013-12-19 08:00:00+00:00,2014-01-07 06:17:12+00:00,9.0,7,,monthly,2014-01-06,female
1223464,900.0,900.0,Pigs,Agriculture,to raise pigs,KH,Cambodia,Takeo province,KHR,9.0,2017-01-20 03:09:30+00:00,2016-12-30 08:00:00+00:00,2017-01-21 20:21:05+00:00,14.0,15,,monthly,2017-01-20,female
1267007,125.0,125.0,Home Appliances,Personal Use,"to buy a water filter, to provide safe drinking water for his family.",KH,Cambodia,Prey Veng,KHR,311.0,2017-03-27 02:40:45+00:00,2017-03-17 07:00:00+00:00,2017-04-04 15:50:21+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-03-27,male
1259782,250.0,250.0,Fruits & Vegetables,Food,"to expand her vegetable business by selling more vegetables like potatoes, tomatoes, etc.",IN,India,Dahod,INR,428.0,2017-03-17 08:21:20+00:00,2017-02-23 08:00:00+00:00,2017-04-18 11:39:10+00:00,14.0,6,,monthly,2017-03-17,female
1015185,100.0,100.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.		.,KH,Cambodia,Kandal,KHR,311.0,2016-01-28 07:48:49+00:00,2016-01-05 08:00:00+00:00,2016-01-30 15:16:03+00:00,8.0,3,user_favorite,monthly,2016-01-28,female
1140132,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Battambang,KHR,311.0,2016-08-26 04:54:36+00:00,2016-08-18 07:00:00+00:00,2016-09-06 13:02:20+00:00,8.0,5,"#Technology, #Eco-friendly, #Health and Sanitation",monthly,2016-08-26,female
1144825,300.0,300.0,Weaving,Arts,"to purchase string to weave hammocks, this will allow him to increase his inventory and production, in addition to generating more earnings.",SV,El Salvador,,USD,167.0,2016-09-02 21:22:11+00:00,2016-08-13 07:00:00+00:00,2016-09-12 04:35:52+00:00,14.0,12,"user_favorite, user_favorite",monthly,2016-09-02,male
811696,300.0,300.0,Personal Housing Expenses,Housing,To build a decent latrine for her family.,KH,Cambodia,"Kampong Speu Province, Phnom Srouch District",KHR,204.0,2014-12-08 08:29:54+00:00,2014-11-21 08:00:00+00:00,2014-12-11 10:43:33+00:00,14.0,5,,monthly,2014-12-08,female
726995,50.0,50.0,Bakery,Food,to continue making pastries and selling bread,SV,El Salvador,Ciudad El Triunfo,USD,199.0,2014-06-18 16:17:42+00:00,2014-06-07 07:00:00+00:00,2014-06-26 08:43:19+00:00,3.0,2,,bullet,2014-06-18,female
1173299,300.0,300.0,Crafts,Arts,to expand her handmade bamboo basket business.,IN,India,Jhabua,INR,428.0,2016-10-24 13:26:50+00:00,2016-10-17 07:00:00+00:00,2016-10-31 21:24:51+00:00,14.0,9,"user_favorite, #Parent, #Schooling, #Woman Owned Biz",monthly,2016-10-24,female
1049375,975.0,975.0,Education provider,Education,"to purchase a water cooler, furniture and fans for her school.",PK,Pakistan,Sadiqabad,PKR,245.0,2016-04-05 04:27:04+00:00,2016-03-21 07:00:00+00:00,2016-04-10 14:34:21+00:00,20.0,32,"#Schooling, #Female Education, #Health and Sanitation, #Inspiring Story, #Biz Durable Asset, #Woman Owned Biz, user_favorite, user_favorite",monthly,2016-04-05,female
1290846,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Preah Sihanouk,KHR,311.0,2017-05-03 02:15:02+00:00,2017-04-21 07:00:00+00:00,2017-05-08 02:26:09+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-05-03,female
1277938,300.0,300.0,Pigs,Agriculture,to buy more pigs to fatten and then sell to her clients at much better prices.,SV,El Salvador,,USD,167.0,2017-04-11 17:21:09+00:00,2017-03-17 07:00:00+00:00,2017-04-25 11:38:53+00:00,14.0,8,"#Animals, user_favorite",monthly,2017-04-11,female
698862,525.0,525.0,Personal Housing Expenses,Housing,to build a hygienic latrine and septic tank for the sake of her family members.,KH,Cambodia,Pursat,KHR,106.0,2014-04-17 03:30:49+00:00,2014-03-21 07:00:00+00:00,2014-04-20 01:14:13+00:00,14.0,21,"#Eco-friendly, #Health and Sanitation, #Supporting Family",monthly,2014-04-17,female
1180957,450.0,450.0,Home Products Sales,Retail,to purchase more new models of home appliances available in the market to fulfill his customers need,PK,Pakistan,Haripur,PKR,245.0,2016-11-07 06:40:24+00:00,2016-10-14 07:00:00+00:00,2016-12-25 15:51:33+00:00,14.0,14,#Parent,monthly,2016-11-07,female
757707,500.0,500.0,Arts,Arts,To buy gravestones for inscription and then selling them.,PK,Pakistan,Lahore,PKR,247.0,2014-08-21 05:49:37+00:00,2014-08-08 07:00:00+00:00,2014-08-28 17:13:53+00:00,11.0,15,,irregular,2014-08-21,female
823970,525.0,700.0,Food Production/Sales,Food,"to buy corn, cheese curds, beans, pork rind, tomatoes and more wholesale.",SV,El Salvador,,USD,81.0,2015-01-05 16:09:30+00:00,2014-12-23 08:00:00+00:00,,14.0,17,"#Woman Owned Biz, #Parent, user_favorite",monthly,2015-01-05,female
812008,500.0,500.0,Cosmetics Sales,Retail,"to buy mascaras, eye shadow kits, nail polishes, hair dyes, pressed powders, make-up, hand creams, hair creams, and other products.",SV,El Salvador,,USD,81.0,2014-12-08 21:20:21+00:00,2014-11-17 08:00:00+00:00,2015-02-06 03:45:57+00:00,14.0,11,"#Woman Owned Biz, #Parent",monthly,2014-12-08,female
918434,200.0,200.0,Primary/secondary school costs,Education,to pay school fees and course fees and purchase education articles for her son.,IN,India,Dhupguri,INR,334.0,2015-07-16 12:06:35+00:00,2015-06-25 07:00:00+00:00,2015-07-21 00:00:34+00:00,43.0,7,"#Parent, #Schooling",bullet,2015-07-16,female
856708,575.0,575.0,Arts,Arts,to pay for more clay and paints for her terracotta work and to set up her own shop in the market.,IN,India,"Phulbani, Odisha",INR,241.0,2015-03-17 11:45:17+00:00,2015-03-04 08:00:00+00:00,2015-03-22 18:18:04+00:00,43.0,10,,bullet,2015-03-17,female
815098,400.0,400.0,Fishing,Food,to buy trammel nets and a new cooler.,SV,El Salvador,,USD,81.0,2014-12-15 17:16:37+00:00,2014-11-28 08:00:00+00:00,2015-01-18 23:44:10+00:00,15.0,9,user_favorite,monthly,2014-12-15,male
1001088,325.0,325.0,Agriculture,Agriculture,"to purchase different varieties of seeds, fertilizer, and other necessary things for their nursery business.",IN,India,Dhupguri,INR,334.0,2015-12-28 11:54:37+00:00,2015-12-21 08:00:00+00:00,2015-12-28 18:13:11+00:00,43.0,10,,bullet,2015-12-28,female
1305587,400.0,400.0,Dairy,Agriculture,to expand her milk business by buying a cow.,IN,India,Balangir,INR,428.0,2017-05-24 10:03:38+00:00,2017-05-12 07:00:00+00:00,2017-05-31 17:04:48+00:00,14.0,9,#Animals,monthly,2017-05-24,female
733246,275.0,400.0,Personal Housing Expenses,Housing,"to buy cement, sand and gravel to put in a cement floor in her house and to plaster the walls.",SV,El Salvador,,USD,81.0,2014-07-01 18:16:53+00:00,2014-06-03 07:00:00+00:00,,14.0,8,#Elderly,monthly,2014-07-01,female
1034030,900.0,900.0,Food Production/Sales,Food,"to buy corn, beans, chicken, oil, and potatoes for making and selling tamales.",SV,El Salvador,Gotera,USD,199.0,2016-03-05 14:36:24+00:00,2016-03-02 08:00:00+00:00,2016-03-08 23:55:44+00:00,20.0,19,#Repeat Borrower,monthly,2016-03-05,female
757219,450.0,450.0,Personal Products Sales,Retail,"to purchase more items in bulk such as fancy hair catchers, clips and hair bands along with packs of rings and bracelets.",PK,Pakistan,Lahore,PKR,245.0,2014-08-20 11:45:43+00:00,2014-07-22 07:00:00+00:00,2014-09-25 16:59:43+00:00,14.0,17,"#Parent, #Woman Owned Biz, #Repeat Borrower",monthly,2014-08-20,female
863294,300.0,300.0,Personal Housing Expenses,Housing,"to invest in cement, sand, gravel, and iron to build a wall in his home.",SV,El Salvador,,USD,81.0,2015-03-28 21:18:13+00:00,2015-02-26 08:00:00+00:00,2015-04-08 12:44:45+00:00,17.0,9,,monthly,2015-03-28,male
655695,250.0,250.0,Rickshaw,Transportation,to buy a rickshaw body. ,PK,Pakistan,Lahore,PKR,247.0,2014-01-09 11:25:59+00:00,2014-01-06 08:00:00+00:00,2014-01-10 04:22:44+00:00,11.0,4,,irregular,2014-01-09,female
1018312,550.0,550.0,Home Energy,Personal Use,to buy a solar home system to use.,KH,Cambodia,Kampong Chhnang,KHR,106.0,2016-02-04 09:42:17+00:00,2016-01-22 08:00:00+00:00,2016-02-06 19:30:27+00:00,26.0,13,"volunteer_pick, #Eco-friendly, #First Loan, #Biz Durable Asset, #Technology",monthly,2016-02-04,male
1257264,500.0,500.0,Food Production/Sales,Food,"to buy corn, oil, vegetables, condiments, and other materials necessary to make tamales and grilled corn.",SV,El Salvador,,USD,167.0,2017-03-14 15:09:24+00:00,2017-02-17 08:00:00+00:00,2017-03-26 05:26:59+00:00,14.0,13,"#Woman Owned Biz, #Parent, user_favorite, #Repeat Borrower",monthly,2017-03-14,female
671655,500.0,500.0,Beauty Salon,Services,to buy beauty products for makeover services ,PK,Pakistan,Lahore,PKR,247.0,2014-02-18 06:55:08+00:00,2014-01-29 08:00:00+00:00,2014-02-18 23:52:53+00:00,12.0,11,"volunteer_pick, volunteer_like",irregular,2014-02-18,female
718129,750.0,750.0,Food Production/Sales,Food,"to buy soft drinks, potatoes, oil, bread, lunch meats, juice, propane gas, etc",SV,El Salvador,,USD,167.0,2014-05-29 19:23:49+00:00,2014-05-21 07:00:00+00:00,2014-07-10 14:01:19+00:00,14.0,20,"#Parent, #Repeat Borrower, #Woman Owned Biz",monthly,2014-05-29,female
740668,500.0,500.0,Personal Housing Expenses,Housing,"to buy bricks, iron, sand, cement and gravel for building walls, and metal sheeting, purlins and more for putting a roof on a bedroom.",SV,El Salvador,,USD,81.0,2014-07-17 22:51:51+00:00,2014-06-25 07:00:00+00:00,2014-08-25 02:58:04+00:00,14.0,17,"user_favorite, #Job Creator",monthly,2014-07-17,female
847186,200.0,200.0,Restaurant,Food,to help her husband to increase his hotal business.,PK,Pakistan,Rawalpindi,PKR,247.0,2015-02-26 06:25:24+00:00,2015-02-11 08:00:00+00:00,2015-03-07 04:25:35+00:00,12.0,5,,irregular,2015-02-26,female
937028,500.0,500.0,Personal Housing Expenses,Housing,"to invest in: brick, cement, sand, gravel and rebar to add on to his house. ",SV,El Salvador,,USD,81.0,2015-08-22 18:55:24+00:00,2015-07-30 07:00:00+00:00,2015-09-25 08:40:38+00:00,14.0,14,"#Health and Sanitation, #Elderly, #Parent",monthly,2015-08-22,male
1198427,450.0,450.0,Home Energy,Personal Use,to purchase a solar home system so that he can have electricity in his house for the first time,KH,Cambodia,"Khvit Tuol Khleang village, Kbal Tuek commune, Tue",USD,407.0,2016-12-05 08:54:00+00:00,2016-11-30 08:00:00+00:00,2016-12-12 23:58:23+00:00,27.0,18,"#Eco-friendly, #Technology",monthly,2016-12-05,male
658604,400.0,400.0,Bookbinding,Services,"to purchase binding materials such as card boards, binding tape and glue along with bundles of papers. ",PK,Pakistan,Kabeerwala,PKR,245.0,2014-01-17 12:12:26+00:00,2014-01-09 08:00:00+00:00,2014-01-18 12:53:49+00:00,14.0,16,"#Interesting Photo, #Unique, #Parent, #Schooling",monthly,2014-01-17,female
977541,175.0,175.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Phnom Penh,KHR,311.0,2015-11-12 07:25:10+00:00,2015-11-03 08:00:00+00:00,2015-11-18 00:26:47+00:00,8.0,6,"#Elderly, #Eco-friendly, #Health and Sanitation",monthly,2015-11-12,female
681099,275.0,275.0,Rickshaw,Transportation,to repair their auto rickshaw.,PK,Pakistan,Lahore,PKR,247.0,2014-03-10 08:05:28+00:00,2014-02-19 08:00:00+00:00,2014-03-15 01:36:49+00:00,12.0,4,,irregular,2014-03-10,female
883063,500.0,500.0,Services,Services,"to buy paints of different colours, brushes, distempers etc for her husband's painting business",PK,Pakistan,Lahore,PKR,247.0,2015-05-11 11:50:34+00:00,2015-04-22 07:00:00+00:00,2015-06-19 00:59:39+00:00,14.0,19,,monthly,2015-05-11,female
762573,250.0,250.0,Grocery Store,Food,To purchase grocery items for her grocery shop.,IN,India,Dhupguri,INR,334.0,2014-09-01 11:37:06+00:00,2014-08-08 07:00:00+00:00,2014-09-05 08:36:37+00:00,43.0,3,,bullet,2014-09-01,female
675477,300.0,300.0,Mobile Phones,Retail,"to buy new mobile phones and mobile phone accessories such as batteries, chargers, hand-free accessories, bluetooth devices, etc.",PK,Pakistan,Rawalpindi,PKR,247.0,2014-02-24 09:45:13+00:00,2014-02-14 08:00:00+00:00,2014-03-13 02:42:24+00:00,11.0,10,,irregular,2014-02-24,female
686787,500.0,500.0,Fruits & Vegetables,Food,to buy produce such as vegetables to sell.,SV,El Salvador,El Transito,USD,199.0,2014-03-20 16:02:26+00:00,2014-02-21 08:00:00+00:00,2014-03-28 03:13:50+00:00,14.0,20,,irregular,2014-03-20,female
744835,375.0,375.0,Farming,Agriculture,To pay for the plowing fee.,KH,Cambodia,"Battambang province, Bovel district",KHR,204.0,2014-07-25 06:15:09+00:00,2014-06-26 07:00:00+00:00,2014-08-22 13:32:01+00:00,20.0,14,"#Parent, #Job Creator",monthly,2014-07-25,female
806423,600.0,600.0,Food Production/Sales,Food,to buy a griddle,SV,El Salvador,El Transito,USD,199.0,2014-11-26 21:13:11+00:00,2014-11-21 08:00:00+00:00,2015-01-02 03:44:45+00:00,14.0,11,"#Parent, #Repeat Borrower, #Woman Owned Biz, #Biz Durable Asset",monthly,2014-11-26,female
1176960,250.0,500.0,Agriculture,Agriculture,to buy fertilizers to use on his cornfield and to pay for laborers when he harvests his crop.,SV,El Salvador,Ciudad Barrios,USD,199.0,2016-10-28 22:37:51+00:00,2016-10-10 07:00:00+00:00,,14.0,9,"#Job Creator, #Parent, #Vegan",monthly,2016-10-28,male
778611,200.0,200.0,Home Appliances,Personal Use,to build a decent latrine.,KH,Cambodia,"Kampot Province, Banteay Meas District",KHR,204.0,2014-10-03 09:52:22+00:00,2014-09-05 07:00:00+00:00,2014-10-08 20:24:06+00:00,13.0,6,,monthly,2014-10-03,female
791281,300.0,700.0,Farming,Agriculture,to buy seeds.,SV,El Salvador,Usulután,USD,199.0,2014-10-29 22:45:44+00:00,2014-10-24 07:00:00+00:00,,20.0,9,"#Elderly, #Vegan, user_favorite",monthly,2014-10-29,male
866289,550.0,550.0,Home Appliances,Personal Use,to buy household supplies to support her living.,KH,Cambodia,"Battambang province, Thmor Koul district",KHR,204.0,2015-04-06 07:53:40+00:00,2015-03-12 07:00:00+00:00,2015-05-07 19:40:07+00:00,19.0,14,"#Elderly, #Parent, #Repeat Borrower, #Vegan",monthly,2015-04-06,female
756037,500.0,500.0,Food Stall,Food,"to purchase pork, cheese, loroco (a vine flower bud), oil, corn, rice flour, beverages, bread, chicken, tomatoes, cabbage, etc. to make his pupusas.",SV,El Salvador,,USD,81.0,2014-08-18 22:11:33+00:00,2014-07-22 07:00:00+00:00,2014-09-24 16:03:43+00:00,11.0,13,"#Parent, user_favorite, user_favorite",monthly,2014-08-18,male
1073322,175.0,175.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Battambang,KHR,311.0,2016-05-23 02:02:18+00:00,2016-05-05 07:00:00+00:00,2016-05-26 02:13:01+00:00,8.0,6,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-05-23,female
795030,500.0,500.0,Food Production/Sales,Food,"To invest in rice flour, sugar, cheese, ducks, tomatoes, onion, garlic, corn, lime, etc.",SV,El Salvador,,USD,81.0,2014-11-06 15:36:26+00:00,2014-10-23 07:00:00+00:00,2014-12-20 05:43:51+00:00,14.0,12,"#Parent, #Woman Owned Biz",monthly,2014-11-06,female
714278,200.0,200.0,Farming,Agriculture,to buy the fertilizer for her farmland,KH,Cambodia,"Preah Vihear Province, Ro Veang District",KHR,204.0,2014-05-22 07:12:34+00:00,2014-04-28 07:00:00+00:00,2014-05-27 03:15:06+00:00,14.0,5,,monthly,2014-05-22,female
653050,575.0,575.0,Clothing Sales,Clothing,To buy winter clothing to sell,PK,Pakistan,Lahore,PKR,247.0,2014-01-01 06:05:17+00:00,2013-12-17 08:00:00+00:00,2014-01-02 23:56:08+00:00,12.0,20,,irregular,2014-01-01,female
988874,250.0,250.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Phnom Penh,KHR,311.0,2015-12-02 04:51:41+00:00,2015-11-19 08:00:00+00:00,2015-12-06 13:27:57+00:00,8.0,8,,monthly,2015-12-02,female
844481,300.0,300.0,Food,Food,"to purchase sweet breads, French bread, etc. to sell.  ",SV,El Salvador,,USD,81.0,2015-02-20 22:31:17+00:00,2015-01-27 08:00:00+00:00,2015-02-24 21:42:12+00:00,14.0,10,user_favorite,monthly,2015-02-20,female
658012,450.0,450.0,General Store,Retail,"to buy a stock of rice, sugar, and flour.",PK,Pakistan,Kamoki,PKR,245.0,2014-01-16 11:36:55+00:00,2013-12-26 08:00:00+00:00,2014-01-22 12:31:27+00:00,14.0,16,"#Elderly, user_favorite",monthly,2014-01-16,female
676206,200.0,200.0,Sewing,Services,"To buy items like cloth, thread, cotton, a sewing machine, etc.",PK,Pakistan,Rawalpindi,PKR,247.0,2014-02-25 10:00:49+00:00,2014-02-19 08:00:00+00:00,2014-03-01 17:28:15+00:00,12.0,4,,irregular,2014-02-25,female
1198942,450.0,450.0,Dairy,Agriculture,"to expand the dairy business by producing more milk, ghee, buttermilk, paneer etc. and selling them.",IN,India,Jaipur,INR,428.0,2016-12-06 05:12:51+00:00,2016-11-07 08:00:00+00:00,2016-12-12 19:06:28+00:00,14.0,18,"volunteer_pick, volunteer_like, #Animals, user_favorite",monthly,2016-12-06,female
1035938,400.0,400.0,Farming,Agriculture,to pay the expenses he will incur bringing in his harvest.,SV,El Salvador,,USD,167.0,2016-03-09 19:41:51+00:00,2016-02-13 08:00:00+00:00,2016-03-13 21:17:32+00:00,14.0,10,"#Repeat Borrower, user_favorite, #Job Creator, #Parent, #Supporting Family, #Vegan, user_favorite",monthly,2016-03-09,male
807455,300.0,300.0,Rickshaw,Transportation,"to buy a new rickshaw (with her savings added to the loan), for her husband's transportation services.",PK,Pakistan,Lahore,PKR,247.0,2014-11-28 05:17:41+00:00,2014-10-30 07:00:00+00:00,2014-12-06 09:06:12+00:00,12.0,12,"user_favorite, #Biz Durable Asset, #Hidden Gem",irregular,2014-11-28,female
1011218,450.0,450.0,Food Market,Food,to buy cashew seeds to process and sell later.,SV,El Salvador,Jiquilisco,USD,199.0,2016-01-20 17:25:10+00:00,2016-01-18 08:00:00+00:00,2016-01-23 00:10:21+00:00,14.0,15,user_favorite,monthly,2016-01-20,female
875342,150.0,150.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Pailin,KHR,311.0,2015-04-24 07:29:43+00:00,2015-04-22 07:00:00+00:00,2015-05-01 01:56:56+00:00,8.0,6,"user_favorite, user_favorite",monthly,2015-04-24,female
